id,loan_amnt,funded_amnt,installment,home_ownership,annual_inc,issue_d,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,loan_status,term,fico,int_rate,revol_util,grade
2477661,22250,22250,556.21,RENT,50000,1/1/2013,VA,14.39,0,12/1/2002,1,20,0,9451,35,Current,60,519,17.27,25.5,B
2477662,16000,16000,399.97,MORTGAGE,80000,12/1/2012,CA,18.79,0,1/1/1999,1,14,0,10653,23,Charged Off,60,550,17.27,71.9,B
2477696,7200,7200,252.43,MORTGAGE,95000,12/1/2012,PA,18.52,0,8/1/1992,3,11,0,23824,28,Charged Off,36,562,15.8,85.1,B
2477762,32350,32350,875.18,MORTGAGE,72500,12/1/2012,WI,31.44,0,9/1/2003,6,10,0,6291,34,Current,60,543,21,12.4,C
2477792,16000,16000,524.89,RENT,83000,1/1/2013,VA,13.64,0,5/1/2007,0,8,0,17203,12,Charged Off,36,553,11.14,72.3,B
2477812,24000,24000,798.52,RENT,78000,12/1/2012,CA,16.07,1,1/1/1998,0,4,0,12615,19,Current,36,548,12.12,57.9,B
2477841,6500,6500,226.32,RENT,45000,12/1/2012,CA,9.52,0,10/1/2000,0,6,1,6733,11,Current,36,512,15.31,91,B
2477882,19200,19200,513.94,RENT,74800,12/1/2012,OH,19.19,1,1/1/2001,1,17,0,14382,29,Current,60,546,20.49,71.8,C
2477926,11500,11500,382.63,MORTGAGE,36500,12/1/2012,MD,10.42,0,5/1/1999,0,12,0,9432,22,Current,36,498,12.12,34.9,B
2477934,15000,15000,499.08,RENT,88800,12/1/2012,HI,12.96,0,11/1/1996,0,4,0,10753,15,Charged Off,36,557,12.12,88.1,B
2477935,35000,35000,921.85,MORTGAGE,130000,1/1/2013,KS,17.16,0,8/1/1984,1,16,0,38325,29,Current,60,582,19.72,48.2,C
2477947,6000,6000,187.75,MORTGAGE,33000,12/1/2012,FL,13.16,0,5/1/2005,0,11,0,5991,22,Current,36,491,7.9,18.8,A
2477973,8800,8800,284.62,MORTGAGE,57000,12/1/2012,OH,30.61,0,3/1/2001,1,15,0,8766,37,Current,36,527,10.16,26.1,B
2477974,20000,20000,625.81,MORTGAGE,80000,12/1/2012,TX,26.2,0,2/1/1995,0,25,0,41058,56,Current,36,550,7.9,63.2,A
2477994,6575,6575,225.78,MORTGAGE,48900,1/1/2013,FL,32.76,0,5/1/1989,1,15,0,29675,38,Charged Off,36,517,14.33,95.7,B
2478019,8925,8925,301.2,MORTGAGE,48000,12/1/2012,VA,28.33,2,8/1/1994,0,8,0,3566,40,Current,36,516,13.11,77.5,B
2478029,25000,25000,683.25,RENT,70000,1/1/2013,VA,15.03,2,6/1/1993,3,6,0,2714,26,Current,60,541,21.49,13.7,C
2484567,7125,7125,222.03,OWN,30000,12/1/2012,GA,7.96,0,6/1/1992,0,5,0,577,15,Current,36,485,7.62,3.3,A
2484601,30000,30000,860.09,RENT,78000,12/1/2012,NY,13.91,1,2/1/1992,0,11,0,18263,22,Current,60,548,23.83,92.2,C
2484603,28000,28000,876.13,MORTGAGE,155220,2/1/2013,FL,4.88,0,1/1/1993,1,9,0,10419,36,Current,36,594,7.9,32.1,A
2484610,30000,30000,749.94,MORTGAGE,72000,12/1/2012,MO,17.78,0,11/1/1992,0,8,0,34788,17,Current,60,543,17.27,91.1,B
2484612,22950,22950,774.5,RENT,52000,12/1/2012,FL,19.27,0,9/1/1998,0,15,0,27416,41,Current,36,521,13.11,78.4,B
2484613,15000,15000,499.08,RENT,90000,12/1/2012,FL,10.81,0,3/1/2004,2,9,0,5587,22,Current,36,558,12.12,32.5,B
2484615,10000,10000,332.72,MORTGAGE,29000,12/1/2012,MT,7.2,0,9/1/1996,1,5,0,7436,13,Current,36,482,12.12,47.7,B
2484625,22500,22500,690.84,OWN,84136,1/1/2013,FL,25.56,0,7/1/1989,1,17,0,29741,63,Current,36,553,6.62,35.2,A
2484626,5600,5600,197.69,RENT,32000,12/1/2012,IL,26.18,0,7/1/1992,1,6,0,4514,8,Current,36,489,16.29,62.7,B
2484636,18825,18825,659.98,MORTGAGE,42000,12/1/2012,NC,30.66,1,12/1/2001,0,8,0,13289,20,Current,36,507,15.8,54.9,B
2484644,9000,9000,322.09,MORTGAGE,54000,12/1/2012,MO,23.78,0,1/1/1999,3,18,0,16900,44,Current,36,524,17.27,53.1,B
2484648,24000,24000,730.46,MORTGAGE,136000,12/1/2012,NJ,12.37,0,7/1/1988,0,12,0,32739,30,Current,36,585,6.03,49.2,A
2484650,12500,12500,421.84,MORTGAGE,122800,12/1/2012,MA,9.55,1,12/1/1993,0,3,0,11882,19,Current,36,579,13.11,76.7,B
2484653,5975,5975,217.49,RENT,45000,12/1/2012,CA,24.53,0,10/1/1978,1,4,0,13759,11,Current,36,512,18.49,94.9,C
2484662,16000,16000,387.4,MORTGAGE,62822,12/1/2012,VT,22.2,1,8/1/1998,4,16,0,11637,22,Current,60,534,15.8,35.3,B
2484672,24000,24000,787.33,MORTGAGE,110000,2/1/2013,TX,15.69,0,9/1/1974,1,17,0,47424,39,Current,36,571,11.14,73,B
2484682,16000,16000,517.48,MORTGAGE,75000,12/1/2012,KS,23.2,0,1/1/2000,1,12,0,20182,33,Current,36,546,10.16,67,B
2484694,10800,10800,354.3,MORTGAGE,45000,12/1/2012,CA,12.19,0,11/1/1991,1,8,0,8771,26,Current,36,512,11.14,53.2,B
2484708,23000,23000,581.18,RENT,68000,12/1/2012,WI,10.11,0,5/1/1996,1,13,0,22927,34,Current,60,539,17.77,54.7,C
2484725,9600,9600,323.98,RENT,48000,12/1/2012,GA,15.3,0,10/1/2009,0,4,0,5414,6,Charged Off,36,999,13.11,84.6,B
2484728,24000,24000,747.88,RENT,80000,12/1/2012,NY,8.75,0,5/1/1999,0,4,0,26023,16,Current,36,550,7.62,51.8,A
2484747,15000,15000,513.33,MORTGAGE,95000,12/1/2012,AR,19.92,0,9/1/1999,2,9,0,20347,28,Current,36,562,14.09,59,B
2484751,15000,15000,492.08,MORTGAGE,51000,1/1/2013,TX,15.86,0,10/1/1994,1,7,0,10817,22,Current,36,520,11.14,53,B
2484781,12000,12000,423.61,MORTGAGE,102500,1/1/2013,AZ,14.29,0,1/1/1995,3,5,0,5890,30,Current,36,567,16.29,73.6,B
2484789,8000,8000,266.18,MORTGAGE,64000,12/1/2012,IL,17.23,0,5/1/2000,1,7,0,80,21,Charged Off,36,535,12.12,3.6,B
2484791,7500,7500,242.57,MORTGAGE,80000,12/1/2012,OH,12.92,0,9/1/2005,0,9,0,9213,18,Current,36,550,10.16,76.1,B
2484809,9925,9925,334.94,MORTGAGE,48108,12/1/2012,CA,5.41,0,5/1/2003,0,8,0,4858,13,Current,36,516,13.11,83.8,B
2484815,12000,12000,399.26,MORTGAGE,70000,12/1/2012,MN,11.24,1,11/1/1995,0,16,0,5844,45,Current,36,541,12.12,80.1,B
2484826,20000,20000,625.81,MORTGAGE,75000,1/1/2013,FL,18.93,0,12/1/1993,0,15,0,25041,41,Current,36,546,7.9,45.3,A
2484831,24000,24000,574.88,MORTGAGE,97531,12/1/2012,RI,17.38,0,6/1/2002,1,9,0,9227,31,Current,60,563,15.31,44.4,B
2484833,8325,8325,297.93,RENT,25000,1/1/2013,CA,29.14,0,3/1/2002,0,8,0,11494,11,Current,36,472,17.27,89.1,B
2484840,20000,20000,484.24,MORTGAGE,161000,1/1/2013,TX,8.29,0,5/1/2008,3,11,0,8370,13,Current,60,597,15.8,23.8,B
2484842,10575,10575,356.88,MORTGAGE,31530,12/1/2012,AL,28.01,1,3/1/2004,0,13,0,15513,21,Current,36,488,13.11,34.8,B
2484843,16000,16000,532.35,RENT,72000,12/1/2012,NY,15.53,1,9/1/1989,2,15,0,46593,33,Current,36,543,12.12,58.6,B
2484859,35000,35000,1181.15,OWN,110000,12/1/2012,FL,30.79,0,2/1/1993,0,8,0,43287,22,Current,36,571,13.11,74,B
2484870,16000,16000,486.97,MORTGAGE,65000,12/1/2012,MI,17.02,0,12/1/1997,1,14,0,13518,25,Current,36,536,6.03,12.6,A
2484891,35000,35000,1227.05,MORTGAGE,125000,1/1/2013,IL,13.99,0,12/1/1987,1,14,0,6602,49,Current,36,580,15.8,40,B
2484892,14475,14475,481.61,MORTGAGE,44000,12/1/2012,IL,21.49,0,6/1/1998,2,19,0,10076,44,Current,36,510,12.12,43.6,B
2484893,17625,17625,431.33,MORTGAGE,40000,12/1/2012,VA,14.79,1,8/1/1986,0,12,0,16957,27,Current,60,504,16.29,88.3,B
2484905,14825,14825,461.97,MORTGAGE,134000,12/1/2012,CA,18.22,0,2/1/1994,2,9,0,43215,24,Current,36,584,7.62,85.7,A
2484907,14400,14400,457.25,MORTGAGE,125000,12/1/2012,MD,6.53,3,7/1/2001,0,13,0,14792,28,Current,36,580,8.9,51.5,A
2484912,24000,24000,730.46,MORTGAGE,250000,12/1/2012,MI,.83,0,9/1/1991,1,9,0,7311,29,Current,36,626,6.03,12.4,A
2484940,10500,10500,360.56,MORTGAGE,68000,12/1/2012,FL,19.55,0,9/1/1996,0,7,0,11301,28,Current,36,999,14.33,98.3,B
2484942,8500,8500,278.85,RENT,45000,12/1/2012,CA,11.15,0,2/1/2006,0,13,0,3661,19,Current,36,512,11.14,23,B
2484957,9000,9000,280.46,RENT,140000,12/1/2012,NY,3.06,0,10/1/2001,1,8,0,12356,16,Current,36,587,7.62,41.5,A
2484972,5500,5500,188.86,MORTGAGE,44000,12/1/2012,CO,3.79,0,9/1/2000,2,10,0,8274,24,Current,36,510,14.33,19,B
2484989,9300,9300,300.79,OWN,49241,12/1/2012,MI,13.55,0,4/1/1994,0,12,1,21564,29,Current,36,518,10.16,45.2,B
2484992,8500,8500,260.99,RENT,46000,12/1/2012,FL,11.73,0,3/1/1998,0,6,0,6456,13,Current,36,513,6.62,15.3,A
2485000,18000,18000,516.05,OWN,55000,12/1/2012,WA,31.22,0,6/1/1998,0,6,0,161107,20,Current,60,525,23.83,79.6,C
2485001,12800,12800,425.88,MORTGAGE,175000,12/1/2012,NC,8.49,3,6/1/1983,0,14,0,12701,31,Current,36,602,12.12,59.6,B
2485009,5000,5000,171.7,RENT,40572,12/1/2012,CA,18.52,0,12/1/1995,1,9,0,26106,17,Current,36,505,14.33,53.6,B
2485016,12000,12000,393.67,MORTGAGE,78000,12/1/2012,CA,4.03,0,9/1/1991,0,7,0,8532,12,Current,36,548,11.14,38.1,B
2485035,20000,20000,614.08,MORTGAGE,80000,12/1/2012,SC,10.58,0,2/1/1998,0,12,0,28309,24,Current,36,550,6.62,37.9,A
2485062,12000,12000,393.67,MORTGAGE,105000,12/1/2012,NY,19.53,0,3/1/1998,1,12,0,45049,43,Current,36,568,11.14,77.8,B
2485077,23275,23275,763.54,RENT,65000,2/1/2013,MT,22.28,0,7/1/1997,0,13,0,32272,21,Current,36,536,11.14,64.5,B
2485090,11325,11325,394.31,RENT,43639,12/1/2012,FL,27.77,1,8/1/2000,0,10,0,20733,18,Current,36,510,15.31,86.8,B
2485097,24000,24000,762.08,MORTGAGE,140000,1/1/2013,IL,13.19,0,7/1/1996,0,6,0,20944,21,Current,36,587,8.9,93.1,A
2485124,3625,3625,127.97,MORTGAGE,80000,12/1/2012,NY,21.75,1,6/1/1999,5,12,0,3226,46,Charged Off,36,550,16.29,12.4,B
2485131,4000,4000,144.15,MORTGAGE,38000,12/1/2012,AL,29.56,0,3/1/2001,1,24,0,6620,39,Current,36,500,17.77,43.8,C
2485147,12000,12000,399.26,RENT,47000,12/1/2012,OH,18.79,0,5/1/1998,0,11,0,8709,24,Current,36,515,12.12,75.1,B
2485162,9600,9600,338.89,RENT,62000,12/1/2012,TX,26.5,9,9/1/1996,0,14,0,5639,34,Current,36,533,16.29,89.5,B
2485172,10000,10000,304.36,RENT,135000,12/1/2012,CA,11.53,0,12/1/1993,1,7,0,17617,17,Current,36,585,6.03,22.2,A
2485176,15000,15000,492.08,MORTGAGE,127200,12/1/2012,CA,20.22,2,11/1/1988,1,11,0,9647,28,Current,36,581,11.14,88.7,B
2485183,35000,35000,847.42,MORTGAGE,90000,1/1/2013,LA,21.52,0,3/1/1999,0,11,0,33995,33,Charged Off,60,558,15.8,49.5,B
2485186,15000,15000,492.08,RENT,63192,12/1/2012,SC,18.23,0,8/1/1998,0,7,0,13206,26,Current,36,534,11.14,86.9,B
2485187,20000,20000,656.11,MORTGAGE,102000,12/1/2012,AZ,14.06,1,7/1/1992,0,10,0,9166,43,Current,36,566,11.14,46.8,B
2485191,3000,3000,93.88,MORTGAGE,110000,12/1/2012,VT,14.76,0,11/1/1998,1,17,0,19371,34,Current,36,571,7.9,47.6,A
2485222,21000,21000,688.91,MORTGAGE,80000,12/1/2012,MA,11.5,0,3/1/1992,0,25,0,26111,48,Current,36,550,11.14,42.5,B
2485226,4800,4800,174.72,RENT,40000,12/1/2012,CA,28.98,0,2/1/2001,1,10,0,8892,14,Current,36,504,18.49,64.9,C
2485230,12500,12500,410.07,MORTGAGE,50000,12/1/2012,NV,5.62,0,11/1/1988,0,5,0,10495,13,Current,36,519,11.14,53.5,B
2485262,35000,35000,1235.52,MORTGAGE,198000,12/1/2012,TX,6.28,0,1/1/1983,3,13,0,11572,42,Current,36,611,16.29,54.1,B
2485267,8000,8000,262.45,MORTGAGE,65000,12/1/2012,MO,3.23,0,8/1/1990,0,3,0,2840,24,Current,36,536,11.14,45.1,B
2485268,10000,10000,323.43,MORTGAGE,60000,12/1/2012,WI,26.52,0,2/1/2001,0,9,0,44631,32,Current,36,531,10.16,81.1,B
2485270,4800,4800,155.25,RENT,40000,1/1/2013,KS,12.3,0,4/1/1992,1,7,0,4405,21,Current,36,504,10.16,15.6,B
2485272,19000,19000,464.98,MORTGAGE,43000,12/1/2012,NV,26.93,0,7/1/2002,0,6,0,23990,8,Current,60,509,16.29,99.5,B
2485285,12000,12000,393.67,MORTGAGE,92000,12/1/2012,MN,13.24,2,6/1/2001,0,14,0,6095,29,Current,36,559,11.14,35.9,B
2485314,7000,7000,218.13,MORTGAGE,115000,12/1/2012,FL,11.74,0,11/1/1992,0,6,0,43041,25,Current,36,574,7.62,85.8,A
2485334,15000,15000,492.08,MORTGAGE,125000,1/1/2013,TX,16.15,1,9/1/1998,3,20,0,7411,54,Current,36,580,11.14,55.3,B
2485352,8800,8800,296.98,OWN,36700,12/1/2012,MD,4.84,0,1/1/2009,0,9,0,4116,11,Current,36,498,13.11,43.3,B
2485381,16000,16000,453.63,RENT,36700,12/1/2012,NY,18.05,0,9/1/2005,0,16,0,14595,18,Current,60,498,23.28,61.6,C
2485386,25600,25600,879.06,MORTGAGE,164000,12/1/2012,FL,16.2,0,1/1/2000,5,22,1,26276,53,Current,36,598,14.33,31.8,B
2485388,11575,11575,405.81,RENT,34000,12/1/2012,CA,13.31,1,10/1/2004,0,12,0,14408,22,Current,36,493,15.8,42.1,B
2485392,9800,9800,356.71,RENT,58600,12/1/2012,AK,18.18,0,9/1/2002,3,10,0,4961,27,Charged Off,36,529,18.49,42.4,C
2485403,10000,10000,348.18,MORTGAGE,97000,12/1/2012,MD,14.54,0,6/1/1993,3,13,0,1457,27,Current,36,563,15.31,3.4,B
2485444,14000,14000,487.45,OWN,75000,12/1/2012,NY,16.32,0,5/1/1987,1,9,0,7703,30,Current,36,546,15.31,62.6,B
2485448,18000,18000,607.45,MORTGAGE,1350000,1/1/2013,KS,1.38,0,7/1/2000,5,10,0,17148,29,Current,36,739,13.11,50.1,B
2485452,35000,35000,956.55,MORTGAGE,87101,12/1/2012,LA,12.97,1,3/1/1995,1,8,0,12100,25,Current,60,556,21.49,68,C
2485453,15000,15000,469.36,MORTGAGE,120000,12/1/2012,FL,9.81,0,1/1/2000,0,12,0,14219,27,Current,36,577,7.9,72.5,A
2485454,33600,33600,839.94,MORTGAGE,250000,12/1/2012,CA,19.94,0,1/1/1996,3,18,0,15468,55,Current,60,626,17.27,29.8,B
2485470,8325,8325,300.01,RENT,24000,12/1/2012,IL,19.05,0,12/1/1993,0,4,0,7221,9,Current,36,470,17.77,87,C
2485471,25000,25000,882.51,MORTGAGE,76000,12/1/2012,OH,24.62,0,1/1/2002,0,18,0,20075,30,Current,36,547,16.29,52.4,B
2485475,8000,8000,280.47,RENT,68000,12/1/2012,MA,11.81,0,11/1/2003,3,5,0,8051,9,Current,36,539,15.8,56.3,B
2485485,1500,1500,55.54,MORTGAGE,125000,12/1/2012,OR,26.88,2,7/1/1988,2,22,0,29891,55,Current,36,580,19.72,66.7,C
2485487,8000,8000,262.45,OWN,34000,12/1/2012,NY,21.35,1,1/1/1987,0,14,0,7545,21,Current,36,493,11.14,28.9,B
2485494,35000,35000,1227.05,MORTGAGE,580000,12/1/2012,CA,10.41,0,6/1/1989,2,10,2,87534,25,Current,36,682,15.8,83.3,B
2485536,16000,16000,458.72,MORTGAGE,45000,1/1/2013,PA,7.12,1,6/1/1996,3,7,0,4033,21,Charged Off,60,512,23.83,76.1,C
2485542,3975,3975,130.41,RENT,65000,1/1/2013,WA,27.45,0,9/1/1995,1,17,0,7253,42,Current,36,536,11.14,21.9,B
2485552,18000,18000,372.78,MORTGAGE,80000,12/1/2012,DE,12.99,0,3/1/2003,0,6,0,15947,10,Current,60,550,8.9,29.3,A
2485560,15000,15000,499.08,MORTGAGE,120000,1/1/2013,NM,11.82,0,9/1/1996,3,13,0,10209,51,Current,36,577,12.12,79.8,B
2485578,24000,24000,762.08,OWN,85000,12/1/2012,NM,28.55,0,1/1/1994,1,19,0,32656,45,Current,36,554,8.9,41.2,A
2485579,21000,21000,591.4,MORTGAGE,108717,12/1/2012,MD,12.74,0,3/1/2001,0,8,0,44671,25,Current,60,571,22.95,68.2,C
2485596,12000,12000,375.49,OWN,65000,12/1/2012,MI,23.08,0,4/1/1988,2,11,0,3089,19,Charged Off,36,536,7.9,18.8,A
2485600,10000,10000,317.54,MORTGAGE,93000,1/1/2013,NJ,8.36,0,2/1/1998,1,16,0,9879,43,Current,36,560,8.9,44.3,A
2485618,8500,8500,309.39,RENT,25500,12/1/2012,WI,17.69,0,2/1/2008,1,5,0,8140,12,Charged Off,36,474,18.49,74,C
2485630,7000,7000,254.8,RENT,30000,12/1/2012,CA,9.32,0,3/1/1996,1,5,0,6155,11,Charged Off,36,485,18.49,76,C
2485668,30000,30000,952.6,MORTGAGE,130000,12/1/2012,CA,6.6,0,12/1/1986,0,12,0,23726,26,Current,36,582,8.9,29.8,A
2485711,10075,10075,355.66,MORTGAGE,48000,12/1/2012,NJ,20.13,0,6/1/2001,2,13,1,17610,24,Current,36,516,16.29,66.5,B
2485725,10625,10625,364.85,RENT,70000,12/1/2012,NY,7.94,0,5/1/2002,0,20,0,9164,22,Current,36,541,14.33,53.6,B
2485730,11100,11100,359.01,MORTGAGE,85000,12/1/2012,IL,8.33,0,11/1/1991,0,5,0,22004,23,Current,36,554,10.16,90.2,B
2485748,28000,28000,872.52,MORTGAGE,100000,1/1/2013,CA,25.4,0,8/1/1987,3,23,0,165401,58,Current,36,565,7.62,41.6,A
2485756,6000,6000,211.81,MORTGAGE,45000,1/1/2013,MT,16,0,11/1/2006,1,11,0,7792,15,Current,36,512,16.29,64.9,B
2485779,11000,11000,403.5,RENT,140000,12/1/2012,CA,8.55,1,11/1/1998,2,15,1,7082,30,Current,36,587,19.05,25.7,C
2485808,5300,5300,189.68,RENT,40000,12/1/2012,NY,15.51,0,2/1/2006,0,7,0,892,14,Current,36,504,17.27,63.7,B
2485818,5000,5000,176.51,RENT,40000,12/1/2012,CA,17.58,1,10/1/2008,0,9,0,4422,11,Current,36,504,16.29,33.2,B
2485829,20000,20000,665.44,RENT,80000,12/1/2012,CA,14.02,0,9/1/1995,0,12,0,37416,17,Current,36,550,12.12,74.7,B
2485830,3000,3000,98.42,MORTGAGE,102045.22,12/1/2012,NC,31.08,0,9/1/1992,0,13,0,27800,31,Current,36,566,11.14,78,B
2485836,35000,35000,1345.2,MORTGAGE,109600,12/1/2012,TX,20.91,0,1/1/1995,3,11,0,19246,36,Charged Off,36,571,22.47,68.5,C
2485861,18000,18000,607.45,RENT,167000,12/1/2012,CA,10.53,0,3/1/1999,3,21,0,4415,37,Charged Off,36,599,13.11,3.7,B
2485947,23000,23000,800.8,RENT,57000,1/1/2013,CA,24.59,0,10/1/2001,0,10,0,17260,19,Current,36,527,15.31,80.7,B
2485948,10000,10000,337.47,MORTGAGE,75000,12/1/2012,AL,5.98,0,10/1/1986,3,9,0,5263,27,Current,36,546,13.11,45.8,B
2485951,15000,15000,499.08,RENT,68000,12/1/2012,CA,13.8,0,1/1/2002,0,13,1,9137,13,Current,36,539,12.12,35.8,B
2485953,8975,8975,316.83,OWN,26000,12/1/2012,AZ,8.05,0,7/1/2004,0,7,0,5901,10,Current,36,475,16.29,69.4,B
2485976,7000,7000,243.73,MORTGAGE,53500,12/1/2012,FL,19.62,0,3/1/1992,1,7,0,5587,28,Current,36,523,15.31,48.6,B
2485996,17500,17500,381.72,MORTGAGE,90000,12/1/2012,TX,22.63,0,3/1/1998,0,11,0,42571,35,Charged Off,60,558,11.14,78.8,B
2486003,32350,32350,917.18,RENT,72000,12/1/2012,GA,33.42,1,1/1/1999,0,7,0,15204,15,Current,60,543,23.28,88.4,C
2486016,12000,12000,388.11,MORTGAGE,57000,12/1/2012,IL,19.73,0,8/1/1998,1,24,0,9792,42,Current,36,527,10.16,34.2,B
2486017,16000,16000,399.97,RENT,71000,12/1/2012,NV,23.12,0,10/1/2000,0,11,0,6016,18,Current,60,542,17.27,32.5,B
2486018,23750,23750,790.21,MORTGAGE,53000,12/1/2012,IL,18.16,1,11/1/2000,1,6,0,29303,16,Current,36,523,12.12,61.8,B
2486025,11100,11100,397.24,OWN,32000,12/1/2012,NC,28.58,0,9/1/2002,1,12,0,9978,14,Current,36,489,17.27,53.1,B
2486043,35000,35000,847.42,MORTGAGE,95000,12/1/2012,NJ,9.63,0,7/1/1981,0,7,0,22214,26,Current,60,562,15.8,56.2,B
2486049,25000,25000,779.04,MORTGAGE,62000,12/1/2012,AZ,10.95,0,7/1/1991,1,9,0,10528,18,Current,36,533,7.62,25.2,A
2486122,12900,12900,401.99,RENT,102000,12/1/2012,TX,12.33,0,4/1/1993,0,9,0,12474,19,Current,36,566,7.62,43.5,A
2486127,7000,7000,243.73,RENT,27040,12/1/2012,TX,22.9,0,7/1/2004,0,6,0,5803,14,Current,36,478,15.31,80.6,B
2486136,20000,20000,625.81,RENT,104000,12/1/2012,NY,33.28,0,9/1/1999,0,9,0,33067,13,Current,36,568,7.9,77.1,A
2486137,35000,35000,1148.18,MORTGAGE,340000,12/1/2012,IL,12.4,0,9/1/1994,0,26,0,37577,50,Charged Off,36,647,11.14,46.7,B
2486142,20000,20000,499.96,MORTGAGE,45000,12/1/2012,MN,23.71,0,11/1/2004,0,14,0,7816,23,Current,60,512,17.27,64.1,B
2486152,20775,20775,453.16,MORTGAGE,58000,1/1/2013,NJ,15.21,0,12/1/1992,2,9,0,0,25,Current,60,529,11.14,0,B
2486167,21000,21000,524.96,RENT,95000,12/1/2012,MD,19.19,0,6/1/2005,1,20,0,8597,41,Current,60,562,17.27,50,B
2486175,10000,10000,337.47,RENT,60000,12/1/2012,MA,11,0,2/1/1997,0,6,0,8666,18,Current,36,531,13.11,78.1,B
2486190,3000,3000,114.55,RENT,52000,12/1/2012,AL,12.48,0,5/1/2000,3,9,0,4475,39,Current,36,521,21.98,93.8,C
2486194,12000,12000,393.67,OWN,55000,1/1/2013,PA,10.93,0,12/1/1992,0,12,0,27173,25,Current,36,525,11.14,55.6,B
2486197,10000,10000,307.04,MORTGAGE,120000,12/1/2012,TX,11.47,0,11/1/1991,0,7,0,33923,29,Current,36,577,6.62,91.7,A
2486214,10000,10000,348.18,RENT,75000,1/1/2013,CA,7.44,0,6/1/2005,1,6,0,8519,15,Current,36,546,15.31,73.4,B
2486298,12000,12000,393.67,MORTGAGE,85000,12/1/2012,CA,18.71,0,12/1/1999,0,9,0,13651,18,Current,36,554,11.14,62.6,B
2486325,22800,22800,646.42,RENT,71000,1/1/2013,KS,14.65,0,10/1/1999,0,7,0,12118,30,Current,60,542,23.28,66.6,C
2486337,20000,20000,635.07,RENT,89000,12/1/2012,NY,15.76,0,3/1/2001,0,8,0,14602,13,Current,36,557,8.9,58.2,A
2486349,10000,10000,328.06,MORTGAGE,101000,12/1/2012,SC,11.7,0,9/1/2000,2,10,0,6197,31,Current,36,566,11.14,49.6,B
2486352,15000,15000,492.08,MORTGAGE,51200,2/1/2013,NY,19.08,0,12/1/2002,0,10,0,17832,13,Current,36,520,11.14,72,B
2486353,19000,19000,474.97,RENT,80000,12/1/2012,OH,27.97,0,11/1/1988,0,11,0,18167,22,Current,60,550,17.27,92,B
2486369,28000,28000,872.52,MORTGAGE,130000,12/1/2012,CA,4.64,0,8/1/1994,0,14,0,21504,20,Current,36,582,7.62,21,A
2486370,20000,20000,479.06,MORTGAGE,122000,12/1/2012,OR,17.96,1,12/1/1993,1,10,0,32108,18,Current,60,578,15.31,94.4,B
2486395,4950,4950,174.74,RENT,23085,12/1/2012,VA,22.25,0,11/1/2007,1,8,0,8943,8,Current,36,467,16.29,43.8,B
2486425,16000,16000,491.26,MORTGAGE,126000,12/1/2012,NY,11.38,0,1/1/1994,0,19,0,23021,39,Current,36,580,6.62,47.7,A
2486442,15000,15000,476.3,RENT,130000,12/1/2012,CA,14.12,0,1/1/1998,1,9,1,4572,20,Current,36,582,8.9,58.6,A
2486445,10075,10075,340.01,MORTGAGE,35563.11,12/1/2012,VA,18.39,0,4/1/1985,0,11,0,13561,25,Current,36,496,13.11,44,B
2486447,10000,10000,323.43,RENT,130000,12/1/2012,OR,25.06,0,7/1/1999,0,13,1,26754,22,Current,36,582,10.16,86.3,B
2486457,19000,19000,578.28,OWN,82000,1/1/2013,RI,24.25,0,1/1/1980,2,19,0,37544,30,Current,36,552,6.03,32.4,A
2486458,28000,28000,905.59,MORTGAGE,124000,12/1/2012,FL,14.58,1,2/1/1994,2,12,0,33716,38,Current,36,579,10.16,70.1,B
2486487,7000,7000,236.23,MORTGAGE,40539,12/1/2012,AZ,11.66,0,1/1/1986,1,9,0,6720,26,Current,36,505,13.11,50.9,B
2486496,10600,10600,382,RENT,60000,12/1/2012,CA,27.7,2,2/1/2008,2,15,0,11276,24,Current,36,531,17.77,78.3,C
2486501,12375,12375,436.85,RENT,45000,12/1/2012,NC,6.29,0,9/1/2001,3,14,0,7990,24,Current,36,512,16.29,27.8,B
2486542,10000,10000,353.01,RENT,75000,12/1/2012,WA,19.14,0,2/1/1996,1,14,0,17984,28,Current,36,546,16.29,65.6,B
2486546,10000,10000,348.18,RENT,30000,12/1/2012,NY,26.84,0,5/1/2003,1,12,0,9005,19,Current,36,485,15.31,51.5,B
2486581,10000,10000,343.39,RENT,34000,12/1/2012,MO,19.62,0,8/1/2003,1,13,0,10381,18,Charged Off,36,493,14.33,65.3,B
2486591,20050,20050,542.42,MORTGAGE,75000,1/1/2013,OH,18.48,2,3/1/1997,1,12,0,14170,34,Current,60,546,21,49.4,C
2486592,10000,10000,337.47,MORTGAGE,65000,12/1/2012,NY,14.34,2,8/1/1998,0,7,0,5801,38,Current,36,536,13.11,86.6,B
2486627,35000,35000,956.55,MORTGAGE,136500,12/1/2012,MN,20.03,6,9/1/1998,0,23,0,34853,50,Current,60,586,21.49,87.8,C
2486634,11700,11700,427.4,RENT,35000,1/1/2013,NY,18,0,8/1/2005,4,13,0,5885,14,Charged Off,36,495,18.75,35.9,C
2486636,5500,5500,183,MORTGAGE,40000,12/1/2012,OR,25.92,0,10/1/1999,3,12,0,4686,22,Current,36,504,12.12,38.4,B
